,2014-05-07,2014-05-11,2014-07-26
00:02:55,246.88,327.01714285714286,287.6857142857143
00:02:56,246.8806818181818,327.10795454545456,287.10795454545456
00:02:57,246.7909604519774,327.2146892655367,287.1412429378531
00:02:58,246.67415730337078,327.23595505617976,287.14044943820227
00:02:59,246.45810055865923,327.1005586592179,287.32402234636874
00:03:00,246.29444444444445,326.9,287.5388888888889
00:03:01,246.13812154696132,326.6629834254144,287.76243093922653
00:03:02,245.94505494505495,326.52197802197804,287.9835164835165
00:03:03,245.86885245901638,326.4972677595628,288.1639344262295
00:03:04,245.69565217391303,326.6141304347826,288.30434782608694
00:03:05,245.4918918918919,326.44864864864866,288.4432432432432
00:03:06,245.25806451612902,326.3333333333333,288.48387096774195
00:03:07,245.09625668449198,326.2994652406417,288.475935828877
00:03:08,245.10638297872342,326.25531914893617,288.45212765957444
00:03:09,245.03174603174602,325.962962962963,288.43386243386243
00:03:10,244.8736842105263,325.7631578947368,288.4578947368421
00:03:11,244.90052356020942,325.565445026178,288.4083769633508
00:03:12,244.86979166666666,325.4947916666667,288.359375
00:03:13,244.67875647668393,325.19170984455957,288.2176165803109
00:03:14,244.6237113402062,324.8917525773196,288.07216494845363
00:03:15,244.53846153846155,324.89230769230767,287.95384615384614
00:03:16,244.4795918367347,324.78061224489795,287.8826530612245
00:03:17,244.36548223350255,324.79695431472084,287.8629441624365
00:03:18,244.25252525252526,324.7121212121212,287.8181818181818
00:03:19,244.15577889447235,324.5427135678392,287.77386934673365
00:03:20,243.975,324.535,287.715
00:03:21,243.79601990049753,324.5074626865672,287.6268656716418
00:03:22,243.74257425742573,324.480198019802,287.5247524752475
00:03:23,243.63546798029557,324.38916256157637,287.35960591133005
00:03:24,243.59313725490196,324.2549019607843,287.1764705882353
00:03:25,243.54634146341462,324.2682926829268,286.9951219512195
00:03:26,243.44174757281553,324.0873786407767,286.7718446601942
00:03:27,243.46376811594203,324.0096618357488,286.3623188405797
00:03:28,243.45192307692307,323.9375,285.9567307692308
00:03:29,243.2822966507177,323.74162679425837,285.555023923445
00:03:30,243.15238095238095,323.64761904761906,285.15714285714284
00:03:31,243.0521327014218,323.563981042654,284.8436018957346
00:03:32,242.9056603773585,323.4811320754717,284.4339622641509
00:03:33,242.7417840375587,323.46948356807513,284.0281690140845
00:03:34,242.5373831775701,323.5981308411215,283.6355140186916
00:03:35,242.4232558139535,323.51162790697674,283.293023255814
00:03:36,242.26388888888889,323.4675925925926,282.89814814814815
00:03:37,242.13824884792626,323.38709677419354,282.5483870967742
00:03:38,242.20642201834863,323.3256880733945,282.20183486238534
00:03:39,242.0502283105023,323.17351598173514,281.93150684931504
00:03:40,241.9318181818182,323.0181818181818,281.3863636363636
00:03:41,241.8054298642534,322.9819004524887,280.76018099547514
00:03:42,241.77027027027026,322.8873873873874,280.1171171171171
00:03:43,241.70403587443946,322.8116591928251,279.5695067264574
00:03:44,241.64732142857142,322.61160714285717,279.04464285714283
00:03:45,241.62222222222223,322.48,278.5466666666667
00:03:46,241.61061946902655,322.37168141592923,278.0929203539823
00:03:47,241.4977973568282,322.26431718061673,277.7004405286344
00:03:48,241.5,322.12280701754383,277.3201754385965
00:03:49,241.49781659388645,322.10480349344977,276.93886462882097
00:03:50,241.3521739130435,322.02608695652174,276.52608695652174
00:03:51,241.23809523809524,321.86580086580085,275.9220779220779
00:03:52,241.10344827586206,321.7758620689655,275.2413793103448
00:03:53,240.99570815450645,321.59656652360513,275.3390557939914
00:03:54,240.9145299145299,321.3290598290598,275.55128205128204
00:03:55,240.83829787234043,321.2425531914894,275.74468085106383
00:03:56,240.76694915254237,321.2669491525424,275.8305084745763
00:03:57,240.66244725738397,321.1518987341772,275.84388185654007
00:03:58,240.5546218487395,320.9873949579832,275.85714285714283
00:03:59,240.418410041841,320.8033472803347,275.7991631799163
00:04:00,240.275,320.625,275.14166666666665
00:04:01,240.11203319502076,320.3402489626556,274.4896265560166
00:04:02,239.94628099173553,319.9876033057851,273.93388429752065
00:04:03,239.6954732510288,319.85185185185185,273.38683127572017
00:04:04,239.50409836065575,319.7663934426229,272.75
00:04:05,239.30612244897958,319.75102040816324,272.0489795918367
00:04:06,239.0650406504065,319.6382113821138,271.3536585365854
00:04:07,238.91902834008098,319.4493927125506,270.48582995951415
00:04:08,238.80645161290323,319.3790322580645,269.6491935483871
00:04:09,238.80722891566265,319.34939759036143,268.56626506024094
00:04:10,238.744,319.336,267.492
00:04:11,238.6215139442231,319.199203187251,266.42629482071715
00:04:12,238.484126984127,319.01984126984127,265.3690476190476
00:04:13,238.35177865612647,318.85770750988144,264.60869565217394
00:04:14,238.18503937007873,318.65354330708664,263.8543307086614
00:04:15,238.06666666666666,318.6392156862745,263.2313725490196
00:04:16,237.94140625,318.5390625,262.6484375
00:04:17,237.74708171206225,318.3307392996109,262.0739299610895
00:04:18,237.54651162790697,318.22868217054264,261.5968992248062
00:04:19,237.40540540540542,318.0694980694981,261.7181467181467
00:04:20,237.21153846153845,318.07307692307694,261.91923076923075
00:04:21,236.99616858237547,317.8888888888889,262.1647509578544
00:04:22,236.7290076335878,317.77862595419845,262.41603053435114
00:04:23,236.46768060836501,317.51330798479086,262.61216730038024
00:04:24,236.16287878787878,316.875,262.8068181818182
00:04:25,235.87547169811322,316.1811320754717,262.89811320754717
00:04:26,235.61654135338347,315.4135338345865,262.97744360902254
00:04:27,235.48314606741573,314.6741573033708,263.05992509363296
00:04:28,235.22761194029852,313.9365671641791,263.17164179104475
00:04:29,234.92565055762083,313.30111524163567,263.1635687732342
00:04:30,234.67037037037036,312.65956160241876,263.15185185185186
00:04:31,234.4169741697417,312.01197379320735,263.15867158671585
00:04:32,234.24264705882354,311.358418367347,263.1654411764706
00:04:33,233.93772893772893,310.6989609030426,263.23809523809524
00:04:34,233.66788321167883,310.033666021153,263.3138686131387
00:04:35,232.93818181818182,309.36259740259743,263.3890909090909
00:04:36,232.65942028985506,308.685817805383,263.4347826086956
00:04:37,232.3971119133574,308.0033890812643,263.45848375451266
00:04:38,232.21223021582733,307.3153721920423,263.4712230215827
00:04:39,232.04659498207886,306.62182722551387,263.43727598566306
00:04:40,231.81428571428572,305.9228134110787,263.38928571428573
00:04:41,231.5373665480427,305.2183891350134,263.34163701067615
00:04:42,231.3049645390071,304.5086119554205,263.26241134751774
00:04:43,231.07773851590105,303.79353861686013,263.0459363957597
00:04:44,230.91901408450704,303.07322506467375,262.83098591549293
00:04:45,230.63859649122807,302.34772645900466,262.6175438596491
00:04:46,230.3916083916084,301.6170971885258,262.4055944055944
00:04:47,229.801393728223,300.88139088387965,262.25435540069685
00:04:48,229.00347222222223,300.140660430839,262.03125
00:04:49,228.21107266435988,299.39495798319325,261.8096885813149
00:04:50,227.47241379310344,298.6443349753695,261.59655172413795
00:04:51,227.20962199312714,297.88884213479207,261.4192439862543
00:04:52,227.0068493150685,297.1285294939894,261.20205479452056
00:04:53,226.81569965870307,296.36344640245176,261.01706484641636
00:04:54,226.60204081632654,295.59364153824794,260.8333333333333
00:04:55,226.33898305084745,294.8191629194051,260.7050847457627
00:04:56,226.15202702702703,294.0400579150579,260.4189189189189
00:04:57,226.01683501683502,293.25637325637325,260.0875420875421
00:04:58,225.83557046979865,292.4681550472538,259.69463087248323
00:04:59,225.49832775919734,291.67544877482766,259.2876254180602
00:05:00,225.20666666666668,290.8782993197279,258.95
00:05:01,224.91694352159467,290.0767509661672,258.6279069767442
00:05:02,224.6158940397351,289.2708474118124,258.3245033112583
00:05:03,224.37293729372936,288.46063177746345,258.09570957095707
00:05:04,224.1875,287.6461466165414,257.875
00:05:05,224.01311475409835,286.8274339243894,257.65245901639344
00:05:06,223.81699346405227,286.0045351473923,257.4052287581699
00:05:07,223.57328990228012,285.18367346938777,257.1400651465798
00:05:08,223.3181818181818,284.36197985687784,256.75
00:05:09,223.0032362459547,283.53616009510597,256.3495145631068
00:05:10,222.4806451612903,282.70625411454904,256.5709677419355
00:05:11,221.88102893890675,281.8723013321084,256.7395498392283
00:05:12,221.17628205128204,281.03434065934067,256.92628205128204
00:05:13,220.89456869009584,280.19241051053007,257.1693290734824
00:05:14,220.671974522293,279.34654881060703,257.38535031847135
00:05:15,220.3968253968254,278.49679300291547,257.4
00:05:16,220.0727848101266,277.6431800568329,257.14240506329116
00:05:17,219.69085173501577,276.97012811433723,256.70347003154575
00:05:18,219.3427672955975,276.3102297522783,256.07547169811323
00:05:19,218.99059561128527,275.6478152389483,255.47021943573668
00:05:20,218.646875,275.0235331632653,254.971875
00:05:21,218.84112149532712,274.39404920846846,254.51401869158877
00:05:22,218.99068322981367,273.7768411712511,253.90062111801242
00:05:23,219.12693498452012,273.1822202565237,253.30959752321982
00:05:24,219.32716049382717,272.5822625346435,252.52777777777777
00:05:25,219.45538461538462,271.9770172684458,251.86153846153846
00:05:26,219.53374233128835,271.36653311631403,251.28220858895705
00:05:27,219.63608562691132,270.7508581414217,250.5137614678899
00:05:28,219.70426829268294,270.1300398208064,249.84146341463415
00:05:29,219.7659574468085,269.50412505427704,249.42857142857142
00:05:30,219.63636363636363,268.8753246753247,249.02121212121213
00:05:31,219.41691842900303,268.2481657315494,248.68882175226585
00:05:32,219.16265060240963,267.61790017211706,248.35843373493975
00:05:33,219.3843843843844,266.98952013237727,247.96996996996998
00:05:34,219.53293413173654,266.3561652205792,247.5868263473054
00:05:35,219.72835820895523,265.71787998781605,247.09850746268657
00:05:36,219.9404761904762,265.0758624878523,246.60416666666666
00:05:37,220.1454005934718,264.4365045721553,246.10089020771514
00:05:38,220.3550295857988,263.7922956164714,245.62426035502958
00:05:39,220.41297935103245,263.14327855035816,245.1386430678466
00:05:40,220.46176470588236,262.48991596638655,244.65588235294118
00:05:41,220.41348973607037,261.8399664851278,244.1642228739003
00:05:42,220.35380116959064,261.19131161236425,243.69883040935673
00:05:43,220.3265306122449,260.5404295829119,243.20408163265307
00:05:44,220.2122093023256,259.8848481252966,242.8546511627907
00:05:45,220.05217391304348,259.2246081041112,242.64057971014492
00:05:46,219.8728323699422,258.5649994101687,242.6271676300578
00:05:47,219.6484149855908,257.91178027406926,242.61383285302594
00:05:48,219.38793103448276,257.26290171240913,242.42241379310346
00:05:49,219.1031518624642,256.6117186129466,242.08022922636104
00:05:50,218.76857142857142,256.40285714285716,241.74
00:05:51,218.45299145299145,256.32763532763533,241.32478632478632
00:05:52,218.08522727272728,256.3181818181818,240.67329545454547
00:05:53,217.47308781869688,256.2662889518414,240.29745042492917
00:05:54,216.94915254237287,256.2683615819209,239.92372881355934
00:05:55,216.7718309859155,256.25070422535214,239.51830985915493
00:05:56,216.66011235955057,256.1657303370786,238.86797752808988
00:05:57,216.62745098039215,256.0560224089636,238.19887955182074
00:05:58,216.56703910614524,256.00837988826817,237.7877094972067
00:05:59,216.56545961002786,255.98050139275767,237.1476323119777
00:06:00,216.49166666666667,255.86388888888888,236.48888888888888
00:06:01,216.38504155124653,255.6897506925208,235.83379501385042
00:06:02,216.26795580110496,255.61325966850828,235.18232044198896
00:06:03,216.14325068870522,255.60881542699724,234.53443526170798
00:06:04,215.96153846153845,255.57417582417582,233.9478021978022
00:06:05,215.96164383561643,255.4794520547945,233.4027397260274
00:06:06,215.96174863387978,255.41256830601094,232.96448087431693
00:06:07,215.6158038147139,255.39782016348775,232.62397820163488
00:06:08,215.03804347826087,255.41304347826087,232.28532608695653
00:06:09,214.73712737127371,255.3821138211382,231.75067750677508
00:06:10,214.65135135135134,255.3054054054054,231.3189189189189
00:06:11,214.51212938005392,255.30727762803235,231.09164420485175
00:06:12,214.4220430107527,255.31451612903226,231.04301075268816
00:06:13,214.313672922252,255.26541554959786,231.3029490616622
00:06:14,214.16042780748663,255.17379679144386,231.5614973262032
00:06:15,214.04266666666666,255.17066666666668,231.8
00:06:16,213.96808510638297,255.1781914893617,231.97074468085106
00:06:17,213.92042440318303,255.10875331564986,232.09814323607426
00:06:18,214.08465608465607,255.03703703703704,232.22222222222223
00:06:19,214.2137203166227,255.02374670184696,232.34564643799473
00:06:20,214.29473684210527,254.97368421052633,232.43684210526317
00:06:21,214.38057742782152,254.88451443569554,232.40682414698162
00:06:22,214.4476439790576,254.87696335078533,232.39267015706807
00:06:23,214.4751958224543,254.83812010443864,232.37075718015666
00:06:24,214.44791666666666,254.70833333333334,232.33854166666666
00:06:25,214.12207792207792,254.7064935064935,232.25194805194806
00:06:26,213.98445595854923,254.63989637305698,232.17098445595855
00:06:27,214.18346253229973,254.55297157622738,232.27131782945736
00:06:28,214.3762886597938,254.64175257731958,232.4922680412371
00:06:29,214.4832904884319,254.62467866323908,232.67095115681235
00:06:30,214.64358974358976,254.59230769230768,232.83333333333334
00:06:31,214.73145780051152,254.70332480818414,232.95140664961636
00:06:32,214.79591836734693,254.73214285714286,233.06887755102042
00:06:33,214.793893129771,254.74300254452928,233.18575063613233
00:06:34,214.76649746192894,254.75888324873097,233.246192893401
00:06:35,214.75189873417722,254.726582278481,233.21772151898733
00:06:36,214.68939393939394,254.7651515151515,233.16919191919192
00:06:37,214.6146095717884,254.64735516372795,233.088161209068
00:06:38,214.51507537688443,254.5502512562814,233.08793969849245
00:06:39,214.35338345864662,254.40852130325814,233.15288220551378
00:06:40,214.1975,254.255,233.1525
00:06:41,214.02992518703243,254.15461346633415,233.15461346633415
00:06:42,213.86318407960198,253.9179104477612,233.10696517412936
00:06:43,213.697270471464,253.71712158808933,233.04466501240694
00:06:44,213.58168316831683,253.45792079207922,232.95049504950495
00:06:45,213.43456790123457,253.21481481481482,232.8246913580247
00:06:46,213.33004926108376,252.95812807881774,232.5886699507389
00:06:47,213.25552825552825,252.66339066339066,232.30712530712532
00:06:48,213.17401960784315,252.3186274509804,232.0343137254902
00:06:49,213.08557457212714,251.99022004889974,231.8117359413203
00:06:50,212.99512195121952,251.6609756097561,231.58048780487806
00:06:51,212.95620437956205,251.39659367396592,231.26277372262774
00:06:52,212.91747572815535,251.12641172974045,230.94660194174756
00:06:53,212.83777239709443,250.8504719078915,230.60532687651332
00:06:54,212.7487922705314,250.56881593216997,230.2536231884058
00:06:55,212.63614457831326,250.28148512417016,229.90361445783134
00:06:56,212.69230769230768,249.98852040816325,229.5841346153846
00:06:57,212.757793764988,249.6899623158616,229.2398081534772
00:06:58,212.76315789473685,249.38585099111413,228.87799043062202
00:06:59,212.48448687350836,249.0762261945351,228.44391408114558
00:07:00,212.23333333333332,248.76112730806608,227.99761904761905
00:07:01,212.4418052256532,248.44059333947357,227.51543942992873
00:07:02,212.62796208530807,248.1146629267821,227.06398104265404
00:07:03,212.69267139479905,247.78578665508758,226.68085106382978
00:07:04,212.72641509433961,247.45605506353485,226.2995283018868
00:07:05,212.7058823529412,247.12100840336137,225.93176470588236
00:07:06,212.66197183098592,246.78255245760275,225.6338028169014
00:07:07,212.66510538641685,246.45065239210442,225.33255269320844
00:07:08,212.55607476635515,246.1134846461949,225.00233644859813
00:07:09,212.3916083916084,245.77108605680033,224.62470862470863
00:07:10,212.1813953488372,245.4234931181775,224.14883720930231
00:07:11,211.8955916473318,245.0707419858895,223.88863109048725
00:07:12,211.47685185185185,244.7128684807256,223.69212962962962
00:07:13,211.2609699769053,244.34990809256726,223.4919168591224
00:07:14,211.13824884792626,243.98189598420012,223.55299539170508
00:07:15,210.99080459770116,243.6088669950739,223.6689655172414
00:07:16,210.9197247706422,243.23591087811272,223.7454128440367
00:07:17,211.05263157894737,242.85961798907206,223.8146453089245
00:07:18,211.19406392694063,242.4783803932532,223.89497716894977
00:07:19,211.34624145785878,242.09223188136303,223.97038724373576
00:07:20,211.57954545454547,241.70120593692022,224.0340909090909
00:07:21,211.75963718820861,241.3053357397381,224.05442176870747
00:07:22,211.8235294117647,240.9064548896482,224.05882352941177
00:07:23,211.80812641083523,240.5206615377528,224.21444695259595
00:07:24,211.80405405405406,240.14984372127228,224.4617117117117
00:07:25,211.7797752808989,239.77413437285028,224.71460674157302
00:07:26,211.695067264574,239.39356639516794,224.96412556053812
00:07:27,211.58389261744966,239.01460987079395,225.2102908277405
00:07:28,211.47321428571428,238.63092201166182,225.43303571428572
00:07:29,211.28285077951003,238.2424435252943,225.67483296213808
00:07:30,211.07777777777778,237.84920634920636,225.91555555555556
00:07:31,210.8470066518847,237.45124213765328,226.09977827050997
00:07:32,210.57743362831857,237.0485822647643,226.29646017699116
00:07:33,210.30684326710818,236.96026490066225,226.50772626931567
00:07:34,209.8568281938326,236.94713656387665,226.7488986784141
00:07:35,209.74725274725276,236.99120879120878,226.86593406593406
00:07:36,209.74122807017545,236.9780701754386,226.95394736842104
00:07:37,209.72866520787747,237.04157549234137,226.94091903719914
00:07:38,209.73799126637556,237.05021834061137,226.9410480349345
00:07:39,209.72984749455338,237.15686274509804,226.9346405228758
00:07:40,209.74565217391304,237.1695652173913,226.9195652173913
00:07:41,209.73318872017353,237.22776572668113,226.8590021691974
00:07:42,209.72943722943722,237.26839826839827,226.8030303030303
00:07:43,209.74730021598273,237.2548596112311,226.8401727861771
00:07:44,209.75646551724137,237.26077586206895,226.94612068965517
00:07:45,209.76129032258063,237.29032258064515,227.1010752688172
00:07:46,209.80901287553647,237.29184549356222,227.27038626609442
00:07:47,209.82441113490364,237.33618843683084,227.4646680942184
00:07:48,209.8803418803419,237.3803418803419,227.6239316239316
00:07:49,209.91684434968016,237.35394456289978,227.73347547974413
00:07:50,209.90425531914894,237.3127659574468,227.79574468085107
00:07:51,209.9044585987261,237.36942675159236,227.78343949044586
00:07:52,210.23728813559322,237.30084745762713,227.75423728813558
00:07:53,210.58350951374206,237.30655391120507,227.69767441860466
00:07:54,210.9831223628692,237.25316455696202,227.70886075949366
00:07:55,211.27789473684211,237.22947368421052,227.77473684210526
00:07:56,211.51260504201682,237.1344537815126,227.78571428571428
00:07:57,211.63312368972746,237.083857442348,227.7987421383648
00:07:58,211.76150627615064,237.01046025104603,227.76987447698744
00:07:59,211.89979123173276,237.0438413361169,227.7286012526096
00:08:00,212.1125,237.0125,227.66041666666666
